teleplay_id,name,genre,type,episodes,rating,members,rating_2
14117,Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire",Special,2,7.0639343,6993,7.253164556962025
2905,Ikkitousen: Dragon Destiny Specials,"Ecchi, Martial Arts, School, Super Power",Special,6,6.7529306,15774,7.036671368124119
21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",medium,12,7.533402,55536,7.606761565836299
28623,Koutetsujou no Kabaneri,"Action, Drama, Fantasy, Horror",medium,12,7.2579823,253027,7.516683022571148
9627,Kakko Kawaii Sengen!,Comedy,medium,5,5.9780674,590,6.166666666666667
2453,Dennou Sentai Voogie&#039;s★Angel,"Action, Drama, Mecha, Military, Sci-Fi",short,3,5.569373,1132,5.620689655172414
11661,Robo to Shoujo (Kari),"Action, Comedy, Mecha, Sci-Fi",ONA,9,5.8797693,1031,6.111111111111111
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",long,1,7.3805823,6392,7.582474226804123
9375,Netorare: Tanabe Yuuka no Dokuhaku,Restricted,short,1,5.5062447,2042,5.0476190476190474
20207,Boku no Boukuugou,"Drama, Historical, Kids",Special,1,7.822203,154,8.0
2161,Skull Man,"Action, Mystery, Super Power",medium,13,6.7971992,16361,6.858695652173913
5337,Bakugan Battle Brawlers: New Vestroia,"Adventure, Fantasy, Game, Shounen",medium,52,6.6103683,14694,6.639175257731959
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy, Kids",long,1,7.4625316,754,7.769230769230769
8490,Digimon Adventure 3D: Digimon Grand Prix!,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",long,1,6.129551,4882,6.522012578616352
2521,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",medium,13,6.1232176,1377,5.275862068965517
17831,Inu to Hasami wa Tsukaiyou,"Comedy, Supernatural",medium,12,6.839613,69526,6.88330078125
20871,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,"Comedy, Fantasy, Shounen",Special,1,7.2792015,5123,7.128
1959,Wild 7,"Action, Drama, Police, Shounen",short,2,5.510858,679,5.785714285714286
21843,Shingeki no Bahamut: Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",medium,12,7.6063595,143701,7.927089688834656
29053,Orangutan,"Kids, Music",Music,1,5.0869207,98,4.0
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",medium,12,6.5398846,2388,6.8493150684931505
8187,Fumiko no Kokuhaku,Comedy,ONA,1,6.6017585,13829,7.029565217391304
6959,GA: Geijutsuka Art Design Class OVA,"Comedy, School, Seinen, Slice of Life",short,1,7.0827813,3284,7.193548387096774
14837,Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",long,1,7.130174,66471,7.676168757126568
753,Chijoku Shinsatsushitsu,Restricted,short,2,6.3687797,2825,6.414285714285715
31710,Divine Gate,"Action, Fantasy, Sci-Fi",medium,12,6.868224,83271,6.079726651480637
33232,Area 88 Movie,"Action, Adventure, Drama, Military, Romance",long,1,7.7693944,210,8.0
1171,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",short,3,6.9215164,13842,7.551663747810858
2034,Lovely★Complex,"Comedy, Romance, Shoujo",medium,24,8.257357,235003,8.382853008561437
16740,Hanamaru Youchien Special Preview,"Comedy, School",Special,1,6.7446027,1093,7.0
33846,Yurugaro,"Comedy, Fantasy",Special,Unknown,4.648325,153,4.0
2187,Shuudan Chikan Densha,Restricted,short,2,6.326143,1065,6.363636363636363
2534,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",short,3,6.204834,3523,6.649484536082475
31257,Spacy,Dementia,long,1,4.3913236,131,2.0
8713,Akai Ito,"Drama, Romance, Slice of Life",Special,1,7.1343327,1648,7.1923076923076925
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",medium,24,7.8100047,130646,8.364934670312975
5051,Macross XX,"Action, Mecha",Special,1,6.440853,1609,6.358974358974359
3446,Biohazard: Degeneration,"Action, Horror, Sci-Fi",long,1,6.942991,20172,7.291293734743694
2620,Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha",medium,26,7.456682,1889,7.078125
4820,Be-yond,Restricted,short,2,5.8299594,693,5.75
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",long,1,7.740486,3089,7.903225806451613
2491,Touch: Sebangou no Nai Ace,"Drama, Romance, Sports",long,1,7.1109767,1109,7.230769230769231
4398,Kuro Nyago,Fantasy,long,1,6.2231007,1979,6.1923076923076925
3569,Injuu Seisen: Twin Angels,"Restricted, Horror",short,4,5.8096013,1169,5.9714285714285715
214,Pia Carrot e Youkoso!! 2,"Comedy, Restricted, Romance",short,3,6.3655014,1408,6.509803921568627
32521,Super Mario World: Mario to Yoshi no Bouken Land,"Comedy, Game, Kids",short,1,6.5171423,163,7.0
31874,2002-nen Harmoni Ondo,"Kids, Music",Music,1,5.4909024,79,5.0
30859,Memory of Red,Dementia,long,1,4.691015,331,3.3333333333333335
3027,Hokuto no Ken: Yuria-den,"Action, Adventure, Drama, Martial Arts",short,1,6.8927817,3713,7.469026548672566
7027,Manga,Comedy,long,1,4.9473925,492,4.071428571428571
10135,Manga Hajimete Monogatari,"Adventure, Comedy, Historical",medium,305,7.4948263,169,8.0
22065,The Adventures of T-Rex,"Action, Adventure, Comedy, Kids",medium,52,6.9306803,84,7.0
31374,Shingeki! Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",medium,12,6.7087193,52928,7.099590723055934
3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",medium,12,7.817666,56927,8.37701396348013
3737,Usavich,"Adventure, Comedy",medium,13,7.061466,4675,7.509090909090909
2375,Shusaku Replay,"Restricted, School",short,4,6.310526,1176,6.448275862068965
2007,Dousou Kai Again,Restricted,short,2,5.740157,1101,5.631578947368421
9491,Katsugeki Shoujo Tanteidan,"Action, Comedy, School",short,1,5.5513124,557,5.3125
3635,Advancer Tina,"Restricted, Sci-Fi, Space",short,1,5.305685,1487,5.461538461538462
13325,Crimson Girls: Chikan Shihai,Restricted,short,3,6.177078,3292,6.176470588235294
24371,Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,"Drama, Mecha, Military",Special,1,6.517995,2078,6.871794871794871
23333,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",medium,12,6.584835,80121,6.6109936575052854
28675,Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,"Fantasy, Slice of Life, Supernatural",long,1,8.009542,59815,8.39699749791493
481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Game, Shounen",medium,224,7.621853,132099,7.624210755497496
4601,Fairy Forest Remi-chan,Restricted,short,1,5.457034,1060,4.931034482758621
3301,Septem Charm Magical Kanan,"Restricted, Magic, Romance, School",short,4,5.531498,1381,5.9375
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,7.120035,13929,7.1493848857644995
5143,Tokusou Kihei Dorvack,"Action, Mecha, Sci-Fi",medium,36,7.730129,360,8.0
31530,Classroom☆Crisis Special,"School, Sci-Fi",Special,1,7.1654873,2738,7.222222222222222
7112,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,"Drama, Fantasy, Mystery",long,1,6.782598,1062,7.3
2702,Bakukyuu Renpatsu! Super Bedaman,"Adventure, Game",medium,18,6.7392254,592,7.133333333333334
6463,Hoshi wo Katta Hi,"Kids, Sci-Fi",long,1,7.54838,2814,8.1875
2004,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",medium,25,8.032443,6321,8.267175572519085
21105,Love Stage!!,"Comedy, Romance, Shounen Ai",medium,10,7.854262,83397,7.833490566037736
4053,Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",short,7,8.0370455,21020,8.26835138387485
16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,"Action, Mecha, Military, Sci-Fi",Special,1,6.6218414,5477,6.552763819095477
11665,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",medium,13,8.789967,98431,8.821601489757914
11673,Hal no Fue,"Adventure, Kids",long,1,6.899463,202,7.0
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,"Action, Comedy",ONA,1,4.540735,111,3.0
5900,Jean Valjean Monogatari,Drama,Special,1,6.2609143,422,6.333333333333333
24677,Gegege no Kitarou: Kitarou Tanjou-hen,Supernatural,Special,1,4.8553953,103,3.0
443,Onegai☆Teacher: Himitsu na Futari,"Comedy, Ecchi, Romance, Sci-Fi",short,1,7.3715863,32134,7.571428571428571
5872,Doubutsu Mura no Sports Day,Action,long,1,4.928761,448,4.571428571428571
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,"Harem, Music, Romance, School, Shoujo",Special,1,7.276342,17967,7.75684556407448
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,"Drama, Sci-Fi",long,1,8.112229,443,8.5
27509,Toaru Majutsu no Index 10th Anniversary PV,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1,6.703428,5052,7.193181818181818
22983,Hipira-kun ONA,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,2,4.7221327,318,5.0
4718,AIKa: Special Trial,Ecchi,Special,1,6.1162205,4116,6.007692307692308
22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",short,2,6.9977865,21616,7.4935064935064934
4394,Norakuro Gochou,Adventure,long,1,5.6588674,444,5.833333333333333
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,Fantasy,medium,26,9.106911,227,10.0
6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",medium,12,7.191843,121005,7.353585894686681
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice &amp; Fiction","Mystery, Police, Supernatural",Special,1,8.582046,190,9.0
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",medium,13,7.1674795,101266,7.336741889985896
32758,Toute wa Sono Kotae,"Music, Supernatural",Music,1,5.1052814,83,3.0
3695,Spectral Force Chronicle Divergence,Fantasy,short,1,5.106159,410,4.142857142857143
1636,Ai Shimai Tsubomi... Kegashite Kudasai,Restricted,short,2,6.2329903,3932,6.244897959183674
1245,Shihaisha no Tasogare,"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural",short,1,5.870019,4377,6.207142857142857
30431,Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,Music,Music,1,4.872936,137,3.0
16377,Peeping Life: The Perfect Extension,"Comedy, Slice of Life",short,10,5.8088446,245,6.0
31771,Amanchu!,"Comedy, School, Shounen, Slice of Life",medium,12,7.7079678,40481,7.638755980861244
1178,Detonator Orgun,"Action, Mecha, Sci-Fi",short,3,6.776963,2809,6.898989898989899
6884,Ookami to Koushinryou II Specials,Fantasy,Special,2,6.860258,34903,7.111750205423172
5285,SeeIn AO,Restricted,short,2,6.7243366,487,6.857142857142857
732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",long,1,6.686529,42377,7.274766355140187
293,Di Gi Charat,"Comedy, Fantasy, Sci-Fi",medium,16,6.9864683,12227,7.1182266009852215
30654,Ansatsu Kyoushitsu (TV) 2nd Season,"Action, Comedy, School, Shounen",medium,25,8.667578,176475,8.687342833193629
16201,Aku no Hana,"Drama, Psychological, Romance, School",medium,13,6.9684267,86669,7.453666856168278
33205,StarFox Zero: The Battle Begins,"Action, Sci-Fi, Space",ONA,1,5.943685,1885,6.666666666666667
10897,Boku wa Tomodachi ga Sukunai Episode 0,"Comedy, Romance, School, Seinen, Slice of Life",short,1,6.833079,69233,6.95599862495703
13373,Kyoto Animation: Hana-hen,Slice of Life,Special,1,5.516952,2483,5.845070422535211
22069,Swing Out Sisters (2014),Restricted,short,1,7.2882094,5099,7.549450549450549
10319,Chou Dendou Robo Tetsujin 28-gou FX,"Action, Adventure, Mecha, Sci-Fi",medium,47,6.142667,354,5.5
900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",long,1,7.178956,52690,7.210614291684078
2604,Sky Girls,"Mecha, Military, Sci-Fi",medium,26,6.8984246,17115,7.275665399239544
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama, Shoujo",short,1,7.8075185,9268,8.094091903719912
6586,Yume-iro Pâtissière,"Kids, School, Shoujo",medium,50,7.925994,36921,8.198051948051948
4039,Golgo 13 (TV),"Action, Adventure, Drama, Seinen, Thriller",medium,50,7.221527,18687,7.719827586206897
29731,Beppu x Peeping Life,"Comedy, Slice of Life",ONA,1,4.1722665,161,4.0
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"Action, Comedy, Mystery, Police",long,1,7.108973,786,7.7368421052631575
1303,The Animatrix,"Action, Drama, Sci-Fi",short,9,7.2773027,42831,7.456174334140436
10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",medium,13,8.712853,102322,8.721481962950927
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen",long,1,7.5820856,1272,7.592592592592593
10325,Kyuuketsuki,"Restricted, Vampire",short,2,5.572784,3281,5.9523809523809526
31737,Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",medium,12,6.991614,101287,7.328579916815211
590,Kage kara Mamoru!,"Comedy, Romance, Shounen",medium,12,7.001936,17136,6.900719424460432
18005,Forza! Hidemaru,Sports,medium,26,6.754575,102,7.0
300,3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance",short,4,6.53841,15683,7.033747779751332
7021,Ni-hiki no Sanma,Comedy,long,1,5.257794,344,4.545454545454546
8681,Kitakaze Kozou no Kantarou,"Music, Samurai",Music,1,5.3491163,254,5.2
32146,Peeping Life: TV Asahi Josei Announcer Collab,"Comedy, Slice of Life",Special,1,5.9279566,83,6.0
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,"Music, School, Shoujo",Special,1,6.5506635,630,7.0
1764,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports",long,1,7.552962,8750,7.579670329670329
32344,Nana-iro Megane,Music,Music,1,4.872835,90,3.0
33421,Hitori no Shita: The Outcast,"Action, Super Power, Supernatural",medium,12,7.0463905,36343,6.852459016393443
8312,Piece,Music,Music,1,6.515952,1143,6.742857142857143
4737,Himitsukessha Taka no Tsume,"Comedy, Parody, Super Power",medium,12,7.771006,341,8.0
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery",Special,1,6.823056,13901,6.764705882352941
5859,Kiddy GiRL-AND Pilot,"Action, Sci-Fi, Super Power",short,1,6.721685,3539,6.870967741935484
2006,Yu☆Gi☆Oh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",long,1,6.819681,26934,7.072463768115942
13119,Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",long,1,8.009177,9492,8.228813559322035
365,Fake,"Comedy, Mystery, Police, Romance, Shounen Ai",short,1,6.2401876,10926,6.670756646216769
9939,Kunoichi Sakuya,Restricted,short,2,5.6468453,1218,5.4
24843,Clarinet Kowashichatta,Music,Music,1,5.2769017,111,4.0
31426,Urawa no Usagi-chan Special,"Comedy, School, Slice of Life",Special,1,5.252642,764,4.818181818181818
5811,Nezumi no Rusuban,Action,long,1,4.853464,532,4.384615384615385
2019,DNA Sights 999.9,"Action, Adventure, Drama, Sci-Fi",short,1,6.5264177,1048,6.76
4851,Lupin III: Seven Days Rhapsody,"Action, Adventure, Comedy, Shounen",Special,1,7.5256042,2482,7.515625
10526,Duel Masters Zero,"Action, Kids",medium,25,6.094248,795,5.071428571428571
31073,Show By Rock!!: Plasmagica na Gogo,Comedy,ONA,3,5.102187,469,5.166666666666667
246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",medium,51,7.2750025,56353,7.571026722925457
1347,Bubblegum Crisis,"Adventure, Mecha, Sci-Fi, Shounen",short,8,7.2360387,17268,7.5361596009975065
13029,Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama",medium,26,6.515465,1597,6.647058823529412
10458,Ran-&gt;Sem: Hakudaku Delmo Tsuma no Miira Tori,Restricted,short,2,6.577577,4192,6.671052631578948
463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",long,1,7.4833274,35357,7.601311084624553
24743,Yakin Byoutou Specials,Restricted,short,2,5.829877,608,5.75
11695,Ultraman Graffiti,"Action, Comedy, Parody, Super Power",short,6,4.657652,123,3.0
8729,Omoide no Album,"Kids, Music, School, Slice of Life",Music,1,5.1702538,205,4.5
3278,Kinnikuman: New York Kiki Ippatsu!,"Action, Comedy, Shounen, Sports",long,1,6.629171,278,7.5
5646,Deep Voice,Restricted,short,3,5.916679,844,5.857142857142857
32804,Ainone,"Drama, Music",Music,1,5.496344,136,5.0
14685,Onegai☆Teacher: Reminiscence Disc,"Comedy, Romance, Sci-Fi",short,1,6.7575903,2503,6.968253968253968
3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",medium,52,7.2801356,5743,7.4324324324324325
28915,Hidamari Sketch x ☆☆☆ Recap,"Comedy, School, Slice of Life",Special,1,6.3688245,421,6.2
85,Mobile Suit Zeta Gundam,"Drama, Mecha, Military, Sci-Fi, Space",medium,50,7.9374347,28959,8.065959952885748
6875,Iron Man,"Action, Drama, Mecha",medium,12,6.5112486,17403,6.483992467043315
17269,Captain Harlock,"Action, Drama, Sci-Fi, Space",long,1,7.1033864,25484,7.712035995500562
2630,Doraemon Meets Hattori the Ninja,"Comedy, Kids, Sci-Fi, Shounen",Special,1,7.4521246,729,6.571428571428571
7528,Kujira (1952),Fantasy,long,1,5.7650156,317,5.5
32777,Jitensha-hen,Music,Music,1,4.4687643,67,2.0
1601,Red Garden,"Drama, Mystery",medium,22,6.847573,27169,7.2993630573248405
3215,Fuyu no Hi,Historical,long,1,6.545242,2380,6.838709677419355
13053,Aimai Elegy,Music,Music,1,7.036398,1646,7.386363636363637
288,Bakuten Shoot Beyblade,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",medium,51,6.9221754,49467,6.8425883432767325
8183,Bouken Korobokkuru,Adventure,medium,26,6.6799364,171,6.5
21407,Happiness Charge Precure!,"Action, Fantasy, Magic, Shoujo",medium,49,7.1150303,4884,6.88135593220339
9879,Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,Kids,short,1,4.8098717,92,4.0
624,Mouse,"Action, Comedy, Ecchi, Harem, Shounen",medium,12,6.3622766,10979,6.559210526315789
15479,Hey Yo Yorang,"Adventure, Comedy, Fantasy, Kids, Magic",medium,26,6.8914843,144,7.0
11543,Hate You,Music,Music,1,6.159156,1222,6.177777777777778
15077,Tabisuru Nuigurumi: Traveling Daru,"Kids, Slice of Life",short,1,6.3867493,2565,7.548780487804878
2607,Birth,"Action, Adventure, Comedy, Sci-Fi",short,1,6.0072384,2129,6.03921568627451
2739,Highschool Aurabuster: Hikari no Mezame,"Drama, Fantasy, Super Power",short,3,5.1718836,347,5.0
603,Futari wa Precure,"Action, Comedy, Fantasy, Magic, Shoujo",medium,49,6.9881973,17671,7.002493765586035
345,Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life",medium,12,7.890892,23877,7.9557692307692305
1430,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",long,1,7.7655535,32732,8.14069591527988
2890,Gake no Ue no Ponyo,"Adventure, Fantasy",long,1,7.919245,140277,8.0428674351585
3369,Shoubushi Densetsu Tetsuya,"Game, Historical, Shounen",medium,20,7.112416,3735,7.7727272727272725
4038,Zettai Karen Children,"Action, Comedy, Shounen, Supernatural",medium,51,7.4954805,25876,7.740139211136891
32959,Mirai no Watashi,"Comedy, Slice of Life",ONA,1,6.3420243,1089,6.684210526315789
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",long,1,7.9956574,21729,8.100811123986094
15109,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural",medium,12,7.1771593,50019,7.657004830917875
10581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,"Action, Drama, Mecha, Military, Sci-Fi, Space",Special,1,6.4038296,3528,6.021978021978022
19283,Oyako Rankan The Animation,Restricted,short,1,6.356024,1578,6.4
31793,Mahou Shoujo Nante Mou Ii Desukara.,"Comedy, Magic",medium,12,6.305794,13654,6.136929460580913
28063,Sword Art Online II: Sword Art Offline II,Comedy,Special,9,6.627225,19677,6.881081081081081
1533,Ai Tenshi Densetsu Wedding Peach,"Adventure, Comedy, Magic, Romance, Shoujo",medium,51,6.7735586,12536,6.869791666666667
31211,Choegang Top Plate,"Action, Comedy, Kids, Sports",medium,26,8.653564,86,10.0
17871,Yonhyakunijuu Renpai Girl,"Comedy, Romance, School",Special,1,6.6245494,2852,6.551020408163265
1943,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",long,1,7.623606,163308,8.200312717164698
5755,Aoki Ryuusei SPT Layzner OVA,"Action, Mecha, Military, Sci-Fi, Shounen, Space",short,3,7.380835,740,7.071428571428571
20021,Sword Art Online: Extra Edition,"Action, Adventure, Fantasy, Game, Romance",Special,1,5.2069263,121722,7.256174225415357
9768,Shima Shima Tora no Shimajirou,"Adventure, Comedy, Fantasy, Kids, Magic",medium,726,5.4996786,237,4.333333333333333
5031,Cobra The Animation: Time Drive,"Action, Adventure, Sci-Fi, Space",short,2,6.911005,2155,7.103896103896104
1453,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",medium,96,8.062376,22079,8.386486486486486
8993,Juliet,"Ecchi, Romance",short,1,5.3549433,284,5.6
20509,Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic",medium,10,7.4189053,56859,7.568421052631579
9917,Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,"Adventure, Comedy, Drama, Fantasy, Kids",long,1,7.066019,17120,7.084229390681004
22955,Francesca,"Comedy, Fantasy",medium,24,5.946083,6487,5.884615384615385
2386,One Piece: Yume no Soccer Ou!,"Comedy, Fantasy, Shounen, Sports",long,1,7.4160314,23915,7.493311036789297
30,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",medium,26,8.034255,461946,8.355801764744909
32366,Gintama°: Aizome Kaori-hen,"Comedy, Parody",short,2,7.8575215,16947,8.633802816901408
2778,Generation of Chaos III: Toki no Fuuin,"Action, Adventure, Fantasy, Magic",short,2,6.319745,573,4.222222222222222
15793,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Action, Music, Sci-Fi",medium,13,7.125941,25750,7.586666666666667
19999,Sobakasu Pucchi,"Adventure, Comedy, Kids",medium,162,7.3820477,72,9.0
3866,Kuro ga Ita Natsu,"Drama, Historical",long,1,5.9713607,344,6.2727272727272725
6280,Cat Shit One,"Action, Fantasy, Military",ONA,1,7.227307,19762,7.357554786620531
10582,Astarotte no Omocha! EX,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",short,1,6.784156,20824,7.020642201834862
824,Guardian Hearts,"Comedy, Ecchi, Magic, Romance, School",short,6,5.930754,5409,6.372972972972973
3243,Elec-king The Animation,Comedy,medium,13,5.034915,96,5.0
1203,Nitaboh,"Historical, Music",long,1,6.212896,4413,7.826086956521739
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,"Comedy, Martial Arts, Slice of Life",short,1,7.2463803,2242,7.604651162790698
1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",medium,40,7.441266,5600,8.085227272727273
7477,Fusha no Sha,"Adventure, Historical, Martial Arts, Samurai, Supernatural",long,1,6.4957857,453,7.0
251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",medium,78,7.475301,58150,8.141212586339217
11031,Vampire,"Restricted, Supernatural",short,2,6.4886656,2589,6.564516129032258
7171,Oni,"Demons, Historical, Supernatural",long,1,6.685705,950,6.806451612903226
905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",long,1,7.557149,56994,7.770873786407767
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,"Adventure, Fantasy, Kids",long,1,6.6552243,699,6.3125
8815,Domo TV,Comedy,medium,26,6.5665874,832,6.894736842105263
3875,Mahoutsukai Sally 2,"Comedy, Magic, Shoujo",medium,88,6.4870634,720,6.434782608695652
6762,Cynical Hysterie Hour: Utakata no Uta,Comedy,long,1,7.5220776,126,8.0
11221,Machikado no Märchen,Romance,short,1,7.366796,333,8.0
2550,Onboro Film,"Comedy, Parody",long,1,6.196755,1507,6.655737704918033
28619,Ranpo Kitan: Game of Laplace,Mystery,medium,11,6.9878325,66777,7.078878177037686
7568,Umineko no Naku Koro ni Specials,"Comedy, Parody",Special,26,6.4726934,10913,6.779569892473118
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,"Action, Fantasy, Shoujo, Supernatural",medium,13,7.9038258,33466,7.895598771750256
204,Yumeria,"Action, Comedy, Ecchi, Harem, Super Power",medium,12,6.4284797,19138,6.439299123904881
29800,Urameshi Denwa,Kids,long,1,4.9302354,94,4.5
21435,Yama no Susume Second Season,"Adventure, Comedy, Slice of Life",medium,24,7.081603,11413,7.618257261410788
29952,Kairaku no Sono,"Dementia, Music",long,1,4.230019,188,2.0
2337,Tetsujin 28-gou (2004),"Adventure, Mecha, Sci-Fi, Shounen",medium,26,7.767124,1826,8.130434782608695
6509,Kiteretsu Daihyakka,"Comedy, Drama, Slice of Life",medium,331,7.0119324,1083,6.863636363636363
1053,Tokyo Daigaku Monogatari,"Comedy, Drama, Ecchi, Romance, School",short,2,5.306504,1493,5.051282051282051
23383,D-Frag! OVA,"Comedy, Game, Seinen",short,1,6.870536,28116,7.569160997732427
7482,"Yume kara, Samenai","Romance, School",short,1,4.855634,366,4.6
18841,PES: Peace Eco Smile - Drive your Heart,"Cars, Romance, Sci-Fi",ONA,1,5.489791,449,5.777777777777778
10918,Kowarekake no Orgel (Movie),"Drama, Music, Sci-Fi, Slice of Life",long,1,7.398387,9404,7.586872586872587
3724,Taiko no Tatsujin,Game,medium,26,6.2993264,406,6.4
31491,Hantsu x Trash,"Comedy, Ecchi, Romance, School, Seinen, Sports",short,3,5.6775675,6850,5.942857142857143
29633,Kiseki,Dementia,long,1,4.6063952,130,3.0
10197,Nyanpire The Animation,"Comedy, Supernatural",medium,12,6.9442177,19161,7.073381294964029
22199,Akame ga Kill!,"Action, Adventure, Fantasy",medium,24,8.17221,492133,7.932516459400146
3566,Hika Ryoujoku: Wana ni Hamatta Futari,Restricted,short,1,5.5971303,1062,5.277777777777778
9353,D.C. I&amp;II P.S.P. Re-Animated,"Drama, Harem, Magic, Romance",short,1,6.8680434,4019,6.95575221238938
30403,Paper Film,Comedy,long,1,4.0265293,102,2.0
25835,Shirobako,"Comedy, Drama",medium,24,8.327718,146895,8.625299472927647
10823,Ranma ½: 1994 Music Calendar,"Comedy, Martial Arts, Slice of Life",short,1,7.1722426,1730,7.513513513513513
